"AéAER600","Introduction à l'aérospatiale","","","J","",""
"ATE029","Introduction à la modélisation solide avec CATIA","J(INT)","J(INT)","J(INT)","J(INT)","J(INT)"
"Pi,Ma, Aé, Ba, Mé, FaGIA601","Ergonomie et sécurité en milieu de travail","JS","J","J","JS","J"
"Qa,PiGPE450","Gestion du personnel et relations industrielles","JS","JS","JS","JS","JS"
"GPO602","Évaluation et contrôle de l'environnement industriel","J","","","J",""
"GPO661","Gestion et assurance de la qualité","S","S","","S",""
"MEC029","Communication graphique et fabriction mécanique","J","","JS","J",""
"MEC111","Statique de l'ingénieur","JS","J","JS","JS","J"
"MEC129","Développement de produits assisté par ordinateur","JS","J","JS","JS","J"
"MEC200","Technologie des matériaux","JS","JS","JS","JS","JS"
"MEC222","Dynamique","JS","JS","JS","JS","JS"
"MEC240","Thermodynamique","JS","JS","JS","JS","JS"
"MEC300","Tchnologie de la mise en forme","JS","JS","JS","JS","JS"
"MEC329","Résistance des matériaux","JS","JS","JS","JS","JS"
"MEC335","Mécanique des fluides","JS","JS","JS","JS","JS"
"Ma, Aé, Ba, Mé, FaMEC402","Production et fabrication industrielles","J","S","J","J","S"
"MEC423","Méthode des éléments finis des corps déformables","JS","JS","JS","JS","JS"
"MEC525","Conception vibratoire et dynamique des structures","JS","JS","JS","JS","JS"
"MEC528","Éléments de machines","JS","JS","JS","JS","JS"
"MEC532","Transfert de chaleur","JS","JS","JS","JS","JS"
"MEC546","Circuits électriques et électrotechniques","JS","JS","JS","JS","JS"
"AéMEC555","Analyse des contraintes","","","J","",""
"AéMEC556","Aérothermodynamique des écoulements","","","J","",""
"AéMEC557","Méthodes expérimentales en thermofluide","","","J","",""
"AéMEC558","Introduction à la dynamique des fluides numérique","J","","","J",""
"MEC592","Projets de conception de machines","JS","JS","JS","JS","JS"
"FaMEC602","Tolérancement et métrologie tridimensionnelle","J","","","J",""
"Aé,FaMEC619","Mécanique des matériaux composites","S","","J","S",""
"COURS","","H19","E19","A19","H20","É20"
"FaMEC624","Technologie de la mise en forme","","S","J","","S"
"FaMEC625","Technologie du soudage","","J","","J",""
"FaMEC627","Technologies de fabrication additive","","","J","",""
"MéMEC628","Conception de systèmes à fluide sous pression","S","S","","S","S"
"BaMEC630","Ventilation et chauffage","S","","J","","S"
"MéMEC636","Acoustique industrielle","J","","J","J",""
"MEC652","Conception des systèmes manufacturiers","S","J","","S","J"
"MaMEC664","Optimisation des procédés industriels","","","","",""
"AéMEC671","Design conceptuel des aéronefs","S","S","","S","S"
"Ma, Aé, Ba, Mé, FaMEC702","Techniques de maintenance prédictive et fiabilité","S","S","","S","S"
"FaMEC723","Fabrication numérique","","","S","",""
"MéMEC727","Tribologie","","J","","J",""
"Aé,MéMEC728","Conception et analyse des assemblage","","","J","",""
"MéMEC729","Mécanismes et dynamique des machines","","J","","J",""
"BaMEC730","Climatisation et réfrigération industrielle","","","J","",""
"BaMEC733","Gestion d'énergie dans les bâtiments","J","","","J",""
"BaMEC735","Conception intégrée des systèmes mécaniques dans les bâtiments","J","","","J",""
"AéMEC737","Moteurs alternatifs à combustion interne","J","","J","J",""
"MéMEC741","Robotique","S","J","","S","J"
"MéMEC743","Instrumentation et contrôle des procédés industriels","S","","J","","J"
"MaMEC754","Optimisation en production manufacturière","","S","","S",""
"Ma, Aé, Ba, Mé, FaMEC755","Gestion des projets industriels avancée","","S","","S",""
"AéMEC757","Introduction à l'aérodynamique","J","","J","","J"
"AéMEC758","Systèmes de propulsion : Thermopropulsion et turbomachines","J","","","J",""
"Aé, FaMEC761","Essais mécaniques et contrôle non destructif","J","","J","","J"
"FaMEC781","Méthodes d'usinage avancées","","","J","",""
"Aé,FaMEC785","Méthodologie de conception pour la fabrication et l'assemblage","S","","S","S",""
"AéMEC786","Mise en forme de polymères et composites","","","J","",""
"MEC788","Mécatronique","JS","JS","JS","JS","JS"
"COURS","","H19","E19","A19","H20","É20"
"Ma,Aé,Ba,Mé,FaMEC791","Projets spéciaux","J","J","J","J","J"
"MEC795","Projet de fin d'études en mécanique","J","J","J","J","J"
"GTS_ _ _","Pour la planification des cours de GTS (génie technologie de la santé) voir dans la sectionCONCENTRATION EN TECHNOLOGIE DE LA SANTÉ","","","","",""
"J : JourS : SoirJS : Jour - SoirLes titres de cours sous fond grisé sont obligatoires dans le programme","","","","","",""
